id,utterance_id,tree_id,snippet,question,preliminary_answer,preliminary_reasoning,preliminary_confidence,needed_clarification_0,cq_1,user_response_1,answer_1,reasoning_1,confidence_1,needed_clarification_1,cq_2,user_response_2,answer_2,reasoning_2,confidence_2,needed_clarification_2,cq_3,user_response_3,final_answer,final_reasoning,final_confidence,n_cqs_asked,gold_answer,n_history_cqs,n_evidence_cqs,is_correct_preliminary,is_correct_final,provider,model_id,finish_reason,was_blocked
sharc_087,addc1eb09f262d85f112644b538cb6f3f3de5cf7,e58be762e1520081590dc0b9ab5437d611c6d3b5,"## Exceptions

You don’t need to prove your knowledge of English if you’ve completed a qualification equivalent to a UK degree in:

* Antigua and Barbuda
* Australia
* the Bahamas
* Barbados",Do I need to prove my knowledge of English?,Yes,"The rule provides specific exceptions for proving English knowledge, but it is unclear if your qualifications meet these criteria.",30,True,"Did you complete a qualification equivalent to a UK degree in Antigua and Barbuda, Australia, the Bahamas, or Barbados?","Yes, the user completed a qualification equivalent to a UK degree in the Bahamas.",No,"You do not need to prove your knowledge of English because you completed a qualification equivalent to a UK degree in the Bahamas, which is one of the listed exception countries.",100.0,False,,,,,,,,,No,"You do not need to prove your knowledge of English because you completed a qualification equivalent to a UK degree in the Bahamas, which is one of the listed exception countries.",100,1,No,2,1,False,True,gemini,gemini-2.5-flash,STOP,False
sharc_088,a467d8fb237fcc4867457307ccc5939b94485507,95222ed436cbf83e71c65f1021aee2a7e7211313,"If you are a female Vietnam Veteran with a child who has a birth defect or you are a child of a female Vietnam Veteran with a birth defect, the child may be eligible for VA-financed health care.",Is my child eligible for VA-financed health care?,No,"Eligibility for the user's child under this rule requires the user to be a female Vietnam Veteran and their child to have a birth defect, which is not confirmed.",20,True,Are you a female Vietnam Veteran and does your child have a birth defect?,The user is not a female Vietnam Veteran.,No,"The user is not a female Vietnam Veteran, which is a necessary condition for their child to be eligible for VA-financed health care under this rule.",100.0,False,,,,,,,,,No,"The user is not a female Vietnam Veteran, which is a necessary condition for their child to be eligible for VA-financed health care under this rule.",100,1,No,2,1,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_089,c127c7796e03f4e7ecd4b9395de7589d82eaaa0a,12c6078ef968d7be91a1f43dc0a3d61eda3386a3,"##Who May Receive a Grant?

Contrary to what you might see online or in the media, the federal government does not offer grants or “free money” to individuals to start a business, or cover personal expenses.",Can I get a grant from federal government?,No,The rule explicitly states that the federal government does not offer grants or 'free money' to individuals to start a business or cover personal expenses.,100,False,,,,,,,,,,,,,,,No,The rule explicitly states that the federal government does not offer grants or 'free money' to individuals to start a business or cover personal expenses.,100,0,No,2,0,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_090,80e769438d8372b0ee8c629a687fbbe5ec2fa212,a4abd4d261ff8b12c27efd3ae75bbc491bf28152,"# Green Card through Employment

You may be eligible to apply as a Immigrant worker, if you are:

* Are a first preference immigrant worker, meaning you:
** Have extraordinary ability in the sciences, arts, education, business or athletics, or
** Are an outstanding professor or researcher, or
** Are a multinational manager or executive who meets certain criteria",Could I be eligible to apply as a Immigrant Worker?,No,"The rule outlines specific criteria for eligibility as a first preference immigrant worker, and the user has not provided any information indicating they meet these requirements.",35,True,Do you meet any of the specific criteria listed for a first preference immigrant worker?,I am a multinational manager or executive who meets certain criteria.,Yes,"The user explicitly stated they are a multinational manager or executive who meets certain criteria, which directly fulfills one of the eligibility requirements for a first preference immigrant worker.",95.0,False,,,,,,,,,Yes,"The user explicitly stated they are a multinational manager or executive who meets certain criteria, which directly fulfills one of the eligibility requirements for a first preference immigrant worker.",95,1,Yes,3,0,False,True,gemini,gemini-2.5-flash,STOP,False
sharc_091,d680e37dc7ec977d47804830d53a27d3a410926b,e58be762e1520081590dc0b9ab5437d611c6d3b5,"## Exceptions

You don’t need to prove your knowledge of English if you’ve completed a qualification equivalent to a UK degree in:

* Antigua and Barbuda
* Australia
* the Bahamas
* Barbados",Do I need to prove my knowledge of English?,Yes,"The rule provides specific exceptions for proving English knowledge, but it is unclear if your qualifications meet these criteria.",30,True,"Did you complete a qualification equivalent to a UK degree in Antigua and Barbuda, Australia, the Bahamas, or Barbados?","The user has explicitly confirmed that they have not completed a qualification equivalent to a UK degree in Barbados, Australia, the Bahamas, or Antigua and Barbuda.",Yes,The user does not meet the criteria for an exception as they have not completed a qualifying degree in any of the specified countries.,100.0,False,,,,,,,,,Yes,The user does not meet the criteria for an exception as they have not completed a qualifying degree in any of the specified countries.,100,1,Yes,2,2,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_092,2140cc11ae11973f86181c4ac204fe47fa5410cb,3d1d4fcbcf2bd8109cdbfba02be5af173d1618e5,"# Green Card as a Special Immigrant

You may be eligible to apply as Afghanistan or Iraq national, if you:

* Served as an Afghan or Iraqi translator for the U.S. government
* Were employed by or for the U.S. government in Iraq on or after March 20, 2003, for at least one year
* Were an Afghan employed by the International Security Assistance Force (ISAF)",Could I be eligible to apply?,No,"Without specific information about the user's service or employment history, there is no basis to confirm eligibility under the outlined criteria.",10,True,"Did you serve as an Afghan or Iraqi translator for the U.S. government, or were you employed by or for the U.S. government in Iraq for at least one year on or after March 20, 2003, or were you an Afghan employed by the International Security Assistance Force (ISAF)?","The user did not serve as an Afghan or Iraqi translator, was not employed by the U.S. government in Iraq, and was not an Afghan employed by the ISAF.",No,The user explicitly stated they do not meet any of the three criteria for eligibility as an Afghanistan or Iraq national for a Green Card as a Special Immigrant.,100.0,False,,,,,,,,,No,The user explicitly stated they do not meet any of the three criteria for eligibility as an Afghanistan or Iraq national for a Green Card as a Special Immigrant.,100,1,No,3,0,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_093,4bb05a96c55701d3375b151eb221880ba26a0fc0,c310b78c0236d73937aa88bcb8f50f9fb76e02b2,"To qualify for assistance, applicants must meet all loan eligibility requirements including:

* Be a family farmer;
* Have a satisfactory history of meeting credit obligations;
* For direct farm ownership loans, all applicants must have participated in the business operations of a farm for at least three years out of the 10 years prior to the date the application is submitted;
* Be a citizen, non-citizen national or legal resident alien of the United States, including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and certain former Pacific Trust Territories",Do I qualify for assistance?,No,The user has not provided any information to confirm they meet all the specified eligibility requirements.,20,True,"Are you a citizen, non-citizen national, or legal resident alien of the United States?",I was born in Idaho.,No,"While the user has confirmed U.S. citizenship, several other critical eligibility requirements, such as being a family farmer and having a satisfactory credit history, remain unaddressed.",40.0,True,Are you a family farmer?,"Yes, I am a family farmer.",No,"While the user has confirmed being a U.S. citizen and a family farmer, information regarding their credit history and farm operation experience for direct ownership loans is still missing.",60.0,True,Do you have a satisfactory history of meeting credit obligations?,"Yes, I have a satisfactory history of meeting credit obligations.",No,"The user has not provided information regarding their participation in farm business operations for at least three years out of the last ten, which is a requirement for direct farm ownership loans, and the type of assistance sought is not specified.",80,3,No,2,3,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_094,30c375343bb7345fe5ae98714bbfac8017d0ae4d,e675e6273690fd2be00b04074feb65bd1b9be3cf,"If you’re single and under 35, you can only get Housing Benefit for bed-sit accommodation or a single room in shared accommodation.",Can I get Housing Benefit?,No,"The rule specifies that Housing Benefit is only available for bed-sit or a single room in shared accommodation if you are single and under 35, and it is currently unknown if you meet all these specific conditions.",20,True,"Are you single, under 35, and seeking Housing Benefit for bed-sit accommodation or a single room in shared accommodation?","The user is single and under 35, but does not live in bed-sit accommodation or a single room in shared accommodation.",No,"The user is single and under 35, but does not live in bed-sit accommodation or a single room in shared accommodation, which are the only types of accommodation eligible for Housing Benefit under this rule.",100.0,False,,,,,,,,,No,"The user is single and under 35, but does not live in bed-sit accommodation or a single room in shared accommodation, which are the only types of accommodation eligible for Housing Benefit under this rule.",100,1,No,3,0,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_095,81abc0a6d7a9800b9c89ab28d61753c7938175eb,e61ae6e3d9eeb217d1a14a23296dcb45f1c99222,"# Green Card

You may be eligible to apply as a Immediate relative  of a U.S. citizen, if you are the:

* Spouse of a U.S. citizen
* Unmarried child under the age of 21 of a U.S. citizen
* Parent of a U.S. citizen who is at least 21 years old",Could I be eligible to apply?,No,"The rule specifies eligibility based on a direct relationship to a U.S. citizen, and your question does not provide any details about your relationship status.",10,True,"Are you a spouse, an unmarried child under 21, or a parent of a U.S. citizen who is at least 21 years old?",I am the unmarried child under the age of 21 of a U.S. citizen.,Yes,"The user explicitly stated they are an unmarried child under the age of 21 of a U.S. citizen, which directly matches one of the eligibility criteria for an immediate relative.",100.0,False,,,,,,,,,Yes,"The user explicitly stated they are an unmarried child under the age of 21 of a U.S. citizen, which directly matches one of the eligibility criteria for an immediate relative.",100,1,Yes,2,1,False,True,gemini,gemini-2.5-flash,STOP,False
sharc_096,3d37df4c3401988fe054d9ca19aa1d2cdc8674e8,383e069af14576defd006b051b347be9ad0196ad,"## Items that qualify for the zero rate

You may be able to apply zero VAT when you sell the following to an eligible charity:

* equipment for making ‘talking’ books and newspapers
* lifeboats and associated equipment, including fuel
* medicine or ingredients for medicine
* resuscitation training models",Can I apply zero VAT to this item?,No,"The user has not specified the item they are selling, so it cannot be confirmed if it falls under the qualifying categories for zero VAT.",20,True,Is the item you are selling one of the specific items listed in the rule?,"Yes, I am selling medicine or ingredients for medicine.",Yes,"The user confirmed they are selling medicine or ingredients for medicine, which is an item explicitly listed as qualifying for the zero VAT rate.",95.0,False,,,,,,,,,Yes,"The user confirmed they are selling medicine or ingredients for medicine, which is an item explicitly listed as qualifying for the zero VAT rate.",95,1,Yes,2,1,False,True,gemini,gemini-2.5-flash,STOP,False
sharc_097,c523926575bb46e0adb8d513698a0d4fc30d306d,dcfc9d862b10481985cf05fa3025666f944d5910,"# Refugee Travel Document

Have refugee or asylee status but are not a lawful permanent resident (Green Card holder); or",Do I have to have a refugee travel document to return to the United States?,No,"The provided rule describes who has refugee or asylee status but is not a lawful permanent resident, but it does not state that a refugee travel document is required for return to the United States.",95,False,,,,,,,,,,,,,,,No,"The provided rule describes who has refugee or asylee status but is not a lawful permanent resident, but it does not state that a refugee travel document is required for return to the United States.",95,0,No,2,0,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_098,2eccb23e0db56f5a860a9b83f468af5a1df09b85,2c7c37769eb365976fb91d3888ae8eaac206e47d,"## Statutory Maternity Pay

To qualify for SMP you must:

* earn on average at least £113 a week
* give the correct notice
* give proof you’re pregnant
* have worked for your employer continuously for at least 26 weeks continuing into the ‘qualifying week’ - the 15th week before the expected week of childbirth",Do I qualify for SMP?,No,"The rule lists four specific criteria for qualification, and the user has not provided any information to confirm they meet any of them.",90,True,Have you been continuously employed by your current employer for at least 26 weeks leading up to the 15th week before your baby is due?,"No, I have not worked for my employer continuously for at least 26 weeks continuing into the qualifying week.",No,"The user explicitly stated they have not worked for their employer continuously for at least 26 weeks continuing into the qualifying week, which is a mandatory requirement for SMP.",100.0,False,,,,,,,,,No,"The user explicitly stated they have not worked for their employer continuously for at least 26 weeks continuing into the qualifying week, which is a mandatory requirement for SMP.",100,1,No,4,0,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_099,a0efc0fcba8bea4d78c5c17a93fcfb36ea16d8b2,c01a595f8a56f2058ad2d6ccc1d381f1306185c5,"Use an independent benefits calculator to find out:

* what benefits you could get
* how to claim
* how your benefits will be affected if you start work",Should I use an independent benefits calculator for this?,Yes,"The rule advises using an independent benefits calculator for specific inquiries about benefits, and the user is asking if they should use one.",60,True,"Are you trying to determine what benefits you could get, how to claim them, or how starting work would affect your benefits?",The user is trying to figure out how their benefits will be affected if they start work.,Yes,The user's goal of understanding how starting work affects benefits directly matches one of the specified uses for an independent benefits calculator in the rule.,95.0,False,,,,,,,,,Yes,The user's goal of understanding how starting work affects benefits directly matches one of the specified uses for an independent benefits calculator in the rule.,95,1,Yes,3,0,True,True,gemini,gemini-2.5-flash,STOP,False
