id,title,category,original_question,clarifying_question,cq_type,user_response,preliminary_solution,preliminary_confidence,updated_solution,updated_confidence,accepted_answer,provider,model_id,finish_reason,was_blocked
msd_011,Web Notification on Click event Not Working as Expected in Edge browser,Apps_Windows_10,"Edge Web Notification Click event : code to bring the corresponding window on top is not working. The same is working for other browsers which supports Notification. Please share your comments. JavaScript code used: Notification.requestPermission(function(status){     var n = new Notification('', {body: 'Hi',requireInteraction: true});     n.onclick = function(event) {         parent.focus();         window.focus();         window.open().close();         this.close();     }; }); System Details: Edition: Windows 10 Pro Version 1703 OS Build: 15063.296 Microsoft Edge 40.15063.0.0 Microsoft EdgeHTML 15.15063 Even though the on Click action getting triggered , the Window.focus()/Window.Open methods are not able to bring the Edge window on Top. The same code was working in Edge before the latest Edge update. Its working well in Edge 38.xxxx Version. Added JSFiddle to Demo the Issue. Please run the same in chrome and Edge . Minimize the Browser window once Notification button is clicked. Then Click on the Notification window. In Case of Chrome Notification the Chrome window is taken to front., but Edge its not. https://jsfiddle.net/jintujsfiddle/7qbn56f0/","Have you tried updating your Windows 10 operating system and Microsoft Edge browser to the latest available versions, and does the issue persist after the updates?",,I haven't checked for any newer updates. The problem actually started right after my Edge browser updated to the version I have now.,"Please ensure your Windows 10 operating system is fully updated, as this will also update your legacy Microsoft Edge browser. After updating, retest the notification click event. If the problem continues, consider installing the new Chromium-based Microsoft Edge, which may handle window focus differently.",80,"The issue likely stems from a bug introduced in your current Edge version. Please update your Windows 10 operating system and Microsoft Edge browser to the latest available versions. This often resolves compatibility issues and bugs. After updating, restart your computer and test the web notification click event again to see if the window focus functionality is restored.",90,We appreciate the information you provided.  Issues related to a computer connected on a domain requires advance technical support.  We suggest that you post your query to our TechNet Forum.  It is a community of IT Professionals and Network specialists that can surely provide you the best resolution for your concern.  Regards.,gemini,gemini-2.5-flash,STOP,False
msd_012,Excel Sort Limit,Excel,"I have a spreadsheet with 100 rows of data.  The sort was not working, so after much trial and error, I discovered that I can sort up to 48 rows.  When I go to 49 it stops sorting.  Because of header rows, I am trying to sort rows 3 to 102.  Rows 3 through 51 will sort.  When I add row 52 it will no longer sort.  My Excel version before 365 appeared to work fine.","Are you using the standard 'Sort & Filter' function from the Data tab, or are you attempting to sort using a different method, such as a macro or a specific table feature?",,"I am just using the regular sort button in the Data tab at the top of the page, and I also tried the sort option inside the filter. I'm not using any macros or anything complicated like that.","First, check for any merged cells within your sort range (rows 3-102) as these can prevent sorting. If none, select the entire data range you wish to sort (e.g., A3:Z102) and then go to the 'Data' tab, click 'Sort & Filter', and choose 'Custom Sort'. Ensure 'My data has headers' is unchecked if row 3 is your first data row, and then define your sort criteria.",60,"This is an unusual issue for Excel's standard sort function. Please try repairing your Microsoft Office installation: go to Control Panel > Programs and Features, select Microsoft 365, and choose 'Change' then 'Online Repair'. If the issue persists, try opening Excel in Safe Mode (hold Ctrl while launching Excel) to rule out add-in conflicts. Also, ensure your Excel is fully updated via File > Account > Update Options.",90,"You are quite welcome, glad I could help. As for the old workbook, I wouldn't bother as long as you have what you need.  Files can become corrupt (well, not corrupt in the traditional sense, but odd rules start to apply to older files that don't make sense or apply to new files), and you never know what is attached to a workbook that you can't see.  The ""copy all sheets into new workbook,"" trick is one I use from time to time just to deal with an excel file that is unusually large or slow compared to how it should be.  I don't know exactly what is happening in that situation, I just know the fix ;) If there was some formula that was broken by doing that trick or you lost some data then it might be worth going back, but...",gemini,gemini-2.5-flash,STOP,False
msd_013,Word 15.38 Mac Userform Drop Down menus (ComboBoxes) are broken,Word,"In Office 2016 - Word 15.38 for Mac -  Comboboxes fail because the Userform is in front of the ComboBox items. See screenshots from 2011 vs 2016. This broke recently as we have been using these in 2016 already. This is a huge issue for us. We will need it resolved quickly, or have to roll back to a previous version (if possible).  This is also a problem for Excel 15.38 .","When did this issue with ComboBoxes start occurring, and did it coincide with any specific update to Office for Mac or your macOS version?",,"It started recently right after an update. The drop-downs were working perfectly fine before that in older versions of Office 2016. I'm not sure about the exact name of the update or if it was a macOS update, though.","First, ensure your Office suite is fully updated by checking for updates within any Office application (Help > Check for Updates). If the issue persists, consider rolling back to a previous stable version of Office 2016 for Mac where the ComboBoxes were functional. You can find previous installers on Microsoft's Office update history page to revert to a working build.",85,"This issue with ComboBoxes in Word and Excel 15.38 for Mac likely stems from a recent Office update. To resolve this, we recommend rolling back to the previous stable version of Office 2016 for Mac that was working correctly. Alternatively, check for any newer Office updates beyond 15.38, as Microsoft may have released a patch addressing this specific display bug.",90,"Hi Melanie,   The issue can be reproduced, please refer to Ron's answer in this thread for more information: Excel VBA - dropdown items for Comboboxes on userforms disappeared (?)   Regards, JoanneSteven",gemini,gemini-2.5-flash,STOP,False
msd_014,Changing font styles used in the Navigation Pane or comment Balloons in Word 2016,Word,"I recently contacted the help desk for Office 2016 for the Mac about changing the font sizes in the Navigation Pane and in the Comment balloons. I could not figure out a way to do this from within the Navigation Pane or the Review menu.  I tried several levels of Microsoft Support but we couldn’t make it work. After hanging up, I kept trying for a while and here’s is what finally worked:  Navigation Pane:  Have the Navigation Pane open. Select Format/Styles from the Word menu. Choose “Document Map” style under the Styles pull-down menu. Choose the styles/fonts/sizes that you want. Click Apply.  Comment Balloons:  Have comment balloons displayed and then highlight some text from any comment. Select Format/Styles from the Word menu. Choose the ‘Comment Text’ style. Make your changes and then click Apply. This is new to me but it seems to work every time. I would appreciate seeing if others can validate this approach.","Are you encountering any issues or inconsistencies when using the method you've described, or are you primarily seeking confirmation that this is the standard approach?",,It works every time for me without any problems. I am just looking for someone to validate it and confirm if this is the standard way to do it.,Your described method for changing font styles in the Navigation Pane (Document Map style) and Comment Balloons (Comment Text style) is indeed the correct and standard approach in Word 2016 for Mac. These styles directly control the appearance of those specific elements. You can also save these changes to your Normal.dotm template if you want them to apply to all new documents.,95,"Your described method for changing font styles in the Navigation Pane (using the ""Document Map"" style) and Comment Balloons (using the ""Comment Text"" style) via Format > Styles is indeed the correct and standard approach in Word 2016 for Mac. This is the recommended way to customize these elements. Continue using this method as it is effective and widely accepted.",100,"As I wrote, the Document Map style controlled the appearance of entries in the Document Map in older versions of Word. The appearance of entries in the Navigation pane can't be customized at all. (The Document Map style exists only for backward compatibility reasons.)  That is how it works in Windows versions of Word. We will have to wait for someone to confirm how it works in Word 2016 for Mac.",gemini,gemini-2.5-flash,STOP,False
msd_015,troubleshoot microsoft calc,Apps_Windows_10,"This is slowing everything down and hogging heaps of memory, in the background. I have to keep going into taskmaster and killing it. This doesn't seem to be the same version I had on windows 7. I presume it is not supposed to do this. How do I troubleshoot/rebuild/replace it? Is it under Apps somewhere?","Does the high memory usage begin immediately when you open the Calculator app, or does it gradually increase over time while the app is running, especially in the background?",,I'm not sure about that. I just see it running in the background using heaps of memory when I check the taskmaster.,"First, try resetting the Calculator app. Go to Settings > Apps > Apps & features, locate ""Windows Calculator,"" click ""Advanced options,"" and then select ""Reset."" If the problem continues, uninstall the app from the same location and then reinstall it from the Microsoft Store.",75,"1. Go to Settings > Apps > Apps & features. Find ""Calculator"" in the list, click on it, then select ""Advanced options."" Click ""Reset.""2. If the issue persists, uninstall Calculator from the same ""Advanced options"" page. Then, open the Microsoft Store, search for ""Windows Calculator,"" and reinstall it. This should resolve background memory hogging.",90,Unpin from Start also if there.,gemini,gemini-2.5-flash,STOP,False
msd_016,Bing desktop search won't open IE to show results,Bing_Search,"I downloaded and installed Bing desktop and when I typed something to search on the taskbar bing, pressed enter and nothing happens.  In the past computers, I have used this a lot and it always open IE and now it doesn't.  I looked at settings of Bing and there's nothing in there to open a browser.","Does clicking on any other web link (e.g., in an email or document) successfully open a web browser?",,I haven't checked. I'm not sure about that.,"1. Go to Windows Settings > Apps > Default apps. 2. Under ""Web browser,"" ensure your preferred browser (e.g., Internet Explorer, Edge, Chrome) is selected as the default. 3. If Internet Explorer is your desired browser, ensure it is enabled in ""Turn Windows features on or off"" and consider resetting its settings via Internet Options.",85,"1. Verify your default web browser settings. Go to Windows Settings > Apps > Default apps, and ensure Internet Explorer (or your preferred browser) is set as the default for web links. 2. If it's not, set it and then restart your computer. 3. After restarting, try using Bing Desktop search again to see if results now open in your browser.",90,"Hi,  Sorry for the delayed response. Bing Desktop works with IE and Edge browser. If Chrome is the default browser, it may be the issue. Check your Default Programs and verify whether IE is default browser. If not, change it to default then retry Bing Desktop.",gemini,gemini-2.5-flash,STOP,False
msd_017,Bing quick search issue,Bing_Search,"When I typically do a search, I'll use the address bar and when the suggestions pop up, i'll click the one that I need. lately, though, when I click on a suggested search, I get a bing page and a message like this: ""No results found for https://www.bing.com/search?q=youtube&filters=ufn%3a%22youtube%22+sid%3a%224fe14df6-d63f-93e5-3032-b0e7050bca8c%22&form=EDGEAR&qs=MB&cvid=f9bab682daaf428c924e0b0da967111f&pq=you&elv=AKxgATlVjhnWLStURJ**7D1mxbAKo5*X!H11g00BcEDk."" For some reason, when I click a suggested search, it's searching the whole bing link and I haven't figured out a way to fix it in at least a month.","Which web browser are you using (e.g., Microsoft Edge, Chrome, Firefox) and does this issue occur in other browsers as well?",,I'm not sure about that.,"Try clearing your browser's cache and cookies, then restart the browser. If the issue persists, check your browser extensions and temporarily disable any recently installed or suspicious ones. You can also try resetting your browser's search engine settings to default.",75,"1. Try using an Incognito or Private browsing window to see if the issue persists, as this disables extensions. 2. Clear your browser's cache and cookies. 3. Check for any pending browser updates and install them. 4. If the problem continues, consider resetting your browser's settings to their default configuration. This often resolves unusual search behavior.",85,"Hi, JasonWard,  Search Suggestions are based on popular searches.  It is a form of autocompletion before a detailed search result is entered.  It's possible the webpage may have been removed or url changed.  If you've used the link before, try clearing browser cache files then retry address bar search.",gemini,gemini-2.5-flash,STOP,False
msd_018,Windows 10,Windows_10,"After installing update KB4040724, pictures from all screen and task-bar icons do not show. sfc /scannow and DISM /Online /Cleanup-Image /RestoreHealth find no faults. Right-click on an icon text produces the list but ‘PrRebeccaperties’ can not be selected. Uninstalling update KB4040724 made no change. Logging on as a different user made no change. Starting in safe mode made no change. How can I correct this fault? [Moved from: Windows / Windows 10 / Windows update, recovery, & backup / PC]Rebecca","When you right-click an icon and 'Properties' cannot be selected, is the 'Properties' option greyed out in the context menu, or does clicking it simply do nothing?",,I'm not sure about that. I just know it shows up spelled weirdly as 'PrRebeccaperties' and I can't select it.,"Try rebuilding your icon cache. Open Command Prompt as administrator, then execute these commands: taskkill /IM explorer.exe /F, cd /d %userprofile%\AppData\Local, del IconCache.db /A. Finally, type explorer.exe and press Enter, then restart your computer. This often resolves issues with missing or corrupted icons.",65,"1. Perform a full system scan using Windows Defender or a reputable third-party antivirus to rule out malware, which could cause such unusual behavior. 2. Rebuild the icon cache: Open Command Prompt as administrator and run ie4uinit.exe -show, then taskkill /IM explorer.exe /F, followed by DEL ""%LocalAppData%\IconCache.db"", and finally explorer.exe. 3. If the problem persists, perform an in-place upgrade of Windows 10. Download the Media Creation Tool from Microsoft's website, run it, and choose to ""Upgrade this PC now"" to repair system files without affecting your personal files or installed applications.",95,"Hi,  There could be a system conflict that is why you are experiencing this issue.  Usually, running the System File Checker and DISM tool can resolve Windows issues. If it didn't find any problem, we suggest performing a clean boot. Clean boot is being performed to start Windows by using a minimal set of drivers and startup programs. When installing a program or update, software conflicts normally occurs. Clean boot eliminates the said conflict and also determine what is causing the issue. Refer to this article and choose the version of your Windows to start performing a clean boot.  If the issue is not resolved after the said method, you may reset your computer. Check this link and follow the steps under Reset your RebeccaC to perform a reset.  Note: PRebeccalease read Option and What it does before resetting your computer.  Update us with the outcome so we can provide further assistance.",gemini,gemini-2.5-flash,STOP,False
msd_019,Bing Video no longer works,Bing,"Split from this thread. I thought it was just me.  In the last 3 or 4 days, I can do Bing searches for Web, Image, Maps, News, & Explore.  Videos no longer works.  I am re-directed to the default Bing search page with just a pretty picture of flying birds and random unrelated videos at the bottom of the page.  I though there was an upgrade or technical problem with Bing, and I'd wait a few days for them to fix it.  But the problem persists. BTW:  My browser is Firefox.  Explorer began seriously screwing up my PC two years ago, so I switched to Firefox.",Does the issue with Bing Video search persist if you try accessing it from a different web browser or in a private browsing window in Firefox?,,"I haven't checked. I only use Firefox because I stopped using Internet Explorer a couple of years ago, and I haven't tried a private window.","1. Clear your Firefox browser's cache and cookies for Bing.com.2. Try accessing Bing Video search in a Firefox Private Window (Ctrl+Shift+P) to rule out interference from extensions.3. If the problem continues, temporarily disable any browser extensions that might affect search functionality and retest.",75,"1. Open a Private Browsing window in Firefox (Ctrl+Shift+P) and try Bing Video search again. 2. If the issue persists, try accessing Bing Video search using a different web browser, such as Microsoft Edge or Google Chrome, to determine if the problem is specific to Firefox. This will help isolate the cause of the redirection.",90,"Step 1) Start > Type Msconfig Select Boot tab Check Safe Boot Check Networking Click Apply, Ok Reboot and you'll enter Safe Mode with Networking Download the following tool and run a full scan http://www.microsoft.com/security/scanner/en-us/default.aspx  When finished with the scan, go back to Start > Msconfig Uncheck Safe Boot Click Apply, Ok Reboot and Windows will load normally.  Retry Videos  Step 2) If issue persists, clean boot the pc to determine if a third-party app is interfering.  Follow the steps here to clean boot. https://support.microsoft.com/en-us/kb/929135  Remember to reset the computer to restart normally when finished.   Check your add-ons and I'd advise contacting Firefox Support",gemini,gemini-2.5-flash,STOP,False
msd_020,onedrive and powerpoint,PowerPoint,How do I get Powerpoint to stop asking me to open files from OneDrive? I don't use it. But every time I try to open a file I get a box showing my local drive and onedrive. Onedrive is always highlighted and a dialogue box asks me to log in. So I have to click cancel on the log in and close out an error or some sort of message. Then switch to view my local drive.  Isn't there a way to skip the onedrive part and have it just open up my local files? PPT for mac 15.33,Have you checked PowerPoint's preferences or account settings to see if OneDrive is listed as a connected service or default save location?,,I haven't checked. I'm not sure about that.,"To stop PowerPoint from prompting for OneDrive, open PowerPoint and go to the 'PowerPoint' menu, then 'Preferences'. Look for 'File Locations' or 'Connected Services' under the 'Personal Settings' or 'Sharing and Privacy' sections. Remove or unlink any OneDrive accounts listed there. If there's an option to set a default save or open location, ensure your local drive is selected.",85,"1. Open PowerPoint, then go to ""PowerPoint"" > ""Preferences"" in the menu bar. 2. Look for ""Save"" or ""File Locations"" settings and ensure your local drive is the default. 3. Also, check ""Connected Services"" under your account settings within PowerPoint to disconnect OneDrive if it's listed. This should prevent PowerPoint from defaulting to OneDrive when opening files.",90,"Hi Mchylinski,  For the Live.com account issue, we suggest trying to post a new thread under the category MSN > Accounts, login and sign up. Meanwhile, we suggest providing feedback regarding PowerPoint for Mac's default Open location to our PowerPoint for Mac's UserVoice as Tina provided above;  this is the best way to make our products and services better for you and others.  We appreciate your understanding.  Regards, SheenTina",gemini,gemini-2.5-flash,STOP,False
msd_021,PowerPoint 2010 Presentation,PowerPoint,"Hi, I am a newbie. I want to make a presentation using MS PowerPoint 2010 on my Windows 7 PC. (It is part of Office 2010 that I purchased.) I would like to make a video out of this, inserting myself in lower right corner narrating the presentation. What else do I need to accomplish this, if it is even able to be accomplished in PowerPoint 2010? I have available to me on my PC, Camtasia Studio 7,  Adobe Photoshop Elements 12, and Premier Elements 12, but not very knowledgeable about them. I am willing to try and learn what is needed. Any help would be appreciated Don","Are you open to using Camtasia Studio 7 to record your screen and webcam, or do you specifically need to achieve this effect directly within PowerPoint 2010?",,"I am open to using Camtasia Studio 7 if it is needed for this project. I am a beginner and do not know much about that software, but I am willing to learn if PowerPoint cannot do it on its own.","The most effective way to achieve this is by using Camtasia Studio 7. First, prepare your PowerPoint presentation. Then, use Camtasia to record your screen while displaying your PowerPoint in slideshow mode, simultaneously recording your webcam. After recording, you can use Camtasia's editing tools to position your webcam video in the lower right corner and export the final presentation as a video.",90,"1. Prepare your PowerPoint 2010 presentation.2. Open Camtasia Studio 7 and use its recorder to capture your screen (running the PowerPoint slideshow) and your webcam simultaneously.3. After recording, use Camtasia's editor to position and resize your webcam video feed in the lower right corner of the presentation.4. Produce the final video using Camtasia Studio 7.",95,"In that case, you're now required to use a video editing program (Camtasia Studio 7,  Adobe Photoshop Elements 12, and Premier Elements 12) that will let you attach your video narration over the PowerPoint presentation. We suggest checking out the website or YouTube channel of the program you would like to use to achieve this.    Thanks.",gemini,gemini-2.5-flash,STOP,False
